"","x","y"
"1",0,3.15
"2",0.0256592160673793,2.00454545454545
"3",0.0513184321347587,3.675
"4",0.076977648202138,2.00454545454545
"5",0.102636864269517,3.675
"6",0.128296080336897,3.675
"7",0.153955296404276,3.675
"8",0.179614512471655,3.675
"9",0.205273728539035,3.675
"10",0.230932944606414,3.675
"11",0.256592160673793,2.00454545454545
"12",0.282251376741173,2.00454545454545
"13",0.307910592808552,3.675
"14",0.333569808875931,3.675
"15",0.359229024943311,2.00454545454545
"16",0.38488824101069,2.00454545454545
"17",0.410547457078069,3.675
"18",0.436206673145449,3.675
"19",0.461865889212828,3.675
"20",0.487525105280207,2.205
"21",0.513184321347587,3.675
"22",0.538843537414966,2.00454545454545
"23",0.564502753482345,2.00454545454545
"24",0.590161969549725,3.675
"25",0.615821185617104,3.675
"26",0.641480401684483,3.675
"27",0.667139617751863,2.00454545454545
"28",0.692798833819242,2.00454545454545
"29",0.718458049886621,2.00454545454545
